elevation,volume_m3,area_ha,volume_tmc
32.0,0.0,0.09351098493068262,0.0
32.1,93.51098493068395,0.09351098493068262,3.3023092676252454e-06
32.2,187.0219698613679,0.09351098493068262,6.604618535250491e-06
32.300000000000004,280.53295479205184,0.09351098493068262,9.906927802875736e-06
32.400000000000006,374.0439397227358,0.09351098493068262,1.3209237070500982e-05
32.50000000000001,467.55492465341973,0.09351098493068262,1.6511546338126227e-05
32.60000000000001,561.0659095841037,0.09351098493068262,1.9813855605751472e-05
32.70000000000001,654.5768945147876,0.09351098493068262,2.3116164873376714e-05
32.80000000000001,748.0878794454716,0.09351098493068262,2.6418474141001963e-05
32.90000000000001,841.5988643761555,0.09351098493068262,2.9720783408627205e-05
33.000000000000014,935.109849390811,590.9894247619142,3.3023092679217876e-05
33.100000000000016,591924.5346113134,590.9894247619142,0.02090361766407077
33.20000000000002,1182913.9593732357,590.9894247619142,0.041774212235462314
33.30000000000002,1773903.3841351583,590.9894247619142,0.06264480680685386
33.40000000000002,2364892.808897081,590.9894247619142,0.08351540137824541
33.50000000000002,2955882.233659003,590.9894247619142,0.10438599594963695
33.60000000000002,3546871.658420925,590.9894247619142,0.1252565905210285
33.700000000000024,4137861.083182849,590.9894247619142,0.1461271850924201
33.800000000000026,4728850.507944772,590.9894247619142,0.16699777966381166
33.90000000000003,5319839.932706692,590.9894247619142,0.1878683742352031
34.00000000000003,5910829.357468624,611.4683304617337,0.20873896880659498
34.10000000000003,6522297.687930362,611.4683304617337,0.23033276910759634
34.20000000000003,7133766.018392105,611.4683304617337,0.2519265694085978
34.30000000000003,7745234.34885385,611.4683304617337,0.2735203697095994
34.400000000000034,8356702.679315589,611.4683304617337,0.2951141700106008
34.500000000000036,8968171.009777334,611.4683304617337,0.3167079703116023
34.60000000000004,9579639.340239078,611.4683304617337,0.33830177061260386
34.70000000000004,10191107.670700816,611.4683304617337,0.35989557091360524
34.80000000000004,10802576.001162563,611.4683304617337,0.38148937121460685
34.90000000000004,11414044.331624303,611.4683304617337,0.40308317151560824
35.00000000000004,12025512.662086053,635.8746975286418,0.42467697181661
35.100000000000044,12661387.359614711,635.8746975286418,0.4471326748364619
35.200000000000045,13297262.05714336,635.8746975286418,0.4695883778563135
35.30000000000005,13933136.754672006,635.8746975286418,0.492044080876165
35.40000000000005,14569011.452200662,635.8746975286418,0.5144997838960169
35.50000000000005,15204886.149729311,635.8746975286418,0.5369554869158685
35.60000000000005,15840760.84725796,635.8746975286418,0.5594111899357201
35.70000000000005,16476635.544786608,635.8746975286418,0.5818668929555716
35.800000000000054,17112510.242315263,635.8746975286418,0.6043225959754235
35.900000000000055,17748384.93984391,635.8746975286418,0.626778298995275
36.00000000000006,18384259.63737259,677.954640747449,0.6492340020151277
36.10000000000006,19062214.27812005,677.954640747449,0.6731757442054107
36.20000000000006,19740168.918867506,677.954640747449,0.6971174863956937
36.30000000000006,20418123.55961496,677.954640747449,0.7210592285859766
36.40000000000006,21096078.20036242,677.954640747449,0.7450009707762597
36.500000000000064,21774032.841109887,677.954640747449,0.7689427129665429
36.600000000000065,22451987.48185735,677.954640747449,0.7928844551568262
36.70000000000007,23129942.122604802,677.954640747449,0.8168261973471089
36.80000000000007,23807896.763352256,677.954640747449,0.8407679395373918
36.90000000000007,24485851.404099707,677.954640747449,0.8647096817276746
37.00000000000007,25163806.044847224,758.2805768029053,0.8886514239179597
37.10000000000007,25922086.621650156,758.2805768029053,0.9154298497691333
37.200000000000074,26680367.198453065,758.2805768029053,0.9422082756203062
37.300000000000075,27438647.775255978,758.2805768029053,0.9689867014714793
37.40000000000008,28196928.352058895,758.2805768029053,0.9957651273226523
37.50000000000008,28955208.928861808,758.2805768029053,1.0225435531738254
37.60000000000008,29713489.50566472,758.2805768029053,1.0493219790249984
37.70000000000008,30471770.082467627,758.2805768029053,1.076100404876171
37.80000000000008,31230050.65927057,758.2805768029053,1.1028788307273452
37.900000000000084,31988331.23607348,758.2805768029053,1.1296572565785181
38.000000000000085,32746611.812876455,832.621809822798,1.1564356824296933
38.10000000000009,33579233.62269926,832.621809822798,1.1858394441486284
38.20000000000009,34411855.43252207,832.621809822798,1.2152432058675635
38.30000000000009,35244477.242344886,832.621809822798,1.2446469675864988
38.40000000000009,36077099.0521677,832.621809822798,1.2740507293054342
38.50000000000009,36909720.861990504,832.621809822798,1.3034544910243693
38.600000000000094,37742342.67181332,832.621809822798,1.3328582527433044
38.700000000000095,38574964.48163612,832.621809822798,1.3622620144622395
38.8000000000001,39407586.291458935,832.621809822798,1.3916657761811748
38.9000000000001,40240208.10128175,832.621809822798,1.4210695379001101
39.0000000000001,41072829.911104605,880.4059231223769,1.450473299619047
39.1000000000001,41953235.834226996,880.4059231223769,1.4815645413737386
39.2000000000001,42833641.75734938,880.4059231223769,1.5126557831284302
39.300000000000104,43714047.68047177,880.4059231223769,1.543747024883122
39.400000000000105,44594453.603594154,880.4059231223769,1.5748382666378133
39.50000000000011,45474859.52671656,880.4059231223769,1.6059295083925056
39.60000000000011,46355265.449838944,880.4059231223769,1.6370207501471972
39.70000000000011,47235671.37296133,880.4059231223769,1.6681119919018887
39.80000000000011,48116077.29608372,880.4059231223769,1.6992032336565803
39.90000000000011,48996483.21920611,880.4059231223769,1.7302944754112721
40.000000000000114,49876889.14232852,914.3504106522147,1.7613857171659646
40.100000000000115,50791239.55298075,914.3504106522147,1.7936756971848042
40.20000000000012,51705589.963633,914.3504106522147,1.8259656772036448
40.30000000000012,52619940.37428522,914.3504106522147,1.8582556572224842
